_source_file,date,program,exercise,set_no,weight_kg,reps,time_sec,iso_load,volume,notes
08_08_25 Upper C.txt,08_08_25,Upper C,Barbell Bicep Curls,1.0,20.0,8.0,,,160.0,"cn, f"
08_08_25 Upper C.txt,08_08_25,Upper C,Barbell Bicep Curls,2.0,20.0,6.0,,,120.0,"cn,f"
08_08_25 Upper C.txt,08_08_25,Upper C,Weighted Triceps Dips,1.0,,8.0,,,,f
08_08_25 Upper C.txt,08_08_25,Upper C,Weighted Triceps Dips,2.0,,6.0,,,,f
08_09_25 Lower D.txt,08_09_25,Lower D,Weighted Pull-Ups,1.0,,4.0,,,,
08_09_25 Lower D.txt,08_09_25,Lower D,Weighted Pull-Ups,2.0,,4.0,,,,f
08_09_25 Lower D.txt,08_09_25,Lower D,Deadlifts,1.0,110.0,5.0,,,550.0,"f, with straps, belt"
08_09_25 Lower D.txt,08_09_25,Lower D,Deadlifts,2.0,110.0,3.0,,,330.0,same as before
08_09_25 Lower D.txt,08_09_25,Lower D,Front Barbell Squats,1.0,30.0,8.0,,,240.0,not f
08_09_25 Lower D.txt,08_09_25,Lower D,Front Barbell Squats,2.0,30.0,8.0,,,240.0,not f
08_09_25 Lower D.txt,08_09_25,Lower D,Barbell Good Mornings,1.0,24.0,12.0,,,288.0,not f
08_09_25 Lower D.txt,08_09_25,Lower D,Barbell Good Mornings,2.0,24.0,12.0,,,288.0,same as before
08_09_25 Lower D.txt,08_09_25,Lower D,Bulgarian Split Squats,1.0,30.0,8.0,,,240.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Bulgarian Split Squats,2.0,30.0,6.0,,,180.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Shrugs,1.0,20.0,10.0,,,200.0,"f, with straps"
08_09_25 Lower D.txt,08_09_25,Lower D,Shrugs,2.0,20.0,6.0,,,120.0,"f, with straps"
08_09_25 Lower D.txt,08_09_25,Lower D,Seated Calf Raises,1.0,15.0,13.0,,,195.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Seated Calf Raises,2.0,15.0,10.0,,,150.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Reverse EZ Bar Curls,1.0,26.0,10.0,,,260.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Reverse EZ Bar Curls,2.0,26.0,7.0,,,182.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Cable Tricep Pushdowns,1.0,20.0,8.0,,,160.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Cable Tricep Pushdowns,2.0,20.0,6.0,,,120.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Front Wrist Curls,1.0,15.0,7.0,,,105.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Front Wrist Curls,2.0,15.0,5.0,,,75.0,f
08_09_25 Lower D.txt,08_09_25,Lower D,Side Plank,1.0,,,45.0,,,
08_09_25 Lower D.txt,08_09_25,Lower D,Side Plank,2.0,,,45.0,,,
09-10-25 Upper C.txt,2025-10-09,Upper C,Lat Pulldown,1.0,55.0,8.0,,,440.0,"f, no straps"
09-10-25 Upper C.txt,2025-10-09,Upper C,Lat Pulldown,2.0,55.0,5.0,,,275.0,"f, with straps"
09-10-25 Upper C.txt,2025-10-09,Upper C,Lat Pulldown,3.0,55.0,4.0,,,220.0,"f, with straps"
09-10-25 Upper C.txt,2025-10-09,Upper C,Incline Barbell Bench Press,1.0,54.0,7.0,,,378.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Incline Barbell Bench Press,2.0,54.0,6.0,,,324.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Seated Cable Rows,1.0,50.0,6.0,,,300.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Seated Cable Rows,2.0,50.0,5.0,,,250.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Weighted Chin-Ups,1.0,,6.0,,,,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Weighted Chin-Ups,2.0,,4.0,,,,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Weighted Chin-Ups,3.0,,3.0,,,,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Incline DB Lateral Raises,1.0,7.5,20.0,,,150.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Incline DB Lateral Raises,2.0,7.5,14.0,,,105.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Incline DB Lateral Raises,3.0,7.5,11.0,,,82.5,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Face Pulls,1.0,20.0,9.0,,,180.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Face Pulls,2.0,20.0,8.0,,,160.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Face Pulls,3.0,20.0,7.0,,,140.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Dumbbell Bench Press,1.0,20.0,10.0,,,200.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Dumbbell Bench Press,2.0,20.0,8.0,,,160.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Dumbbell Preacher Curls,1.0,10.0,10.0,,,100.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Dumbbell Preacher Curls,2.0,10.0,9.0,,,90.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Weighted Triceps Dips,1.0,5.0,7.0,,,35.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Weighted Triceps Dips,2.0,5.0,4.0,,,20.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Front Wrist Curls,1.0,20.0,15.0,,,300.0,f
09-10-25 Upper C.txt,2025-10-09,Upper C,Reverse Wrist Curls,1.0,20.0,10.0,,,200.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Incline Barbell Bench Press,1.0,40.0,15.0,,,600.0,ctf
09_08_25 Full Body D.txt,09_08_25,Full Body D,Incline Barbell Bench Press,2.0,44.0,12.0,,,528.0,ctf
09_08_25 Full Body D.txt,09_08_25,Full Body D,Bulgarian Split Squats,1.0,10.0,10.0,,,100.0,
09_08_25 Full Body D.txt,09_08_25,Full Body D,Bulgarian Split Squats,2.0,,10.0,,,,(doing after a long time so stick with low weight)
09_08_25 Full Body D.txt,09_08_25,Full Body D,Shrugs,1.0,20.0,10.0,,,200.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Shrugs,2.0,,20.0,,,,
09_08_25 Full Body D.txt,09_08_25,Full Body D,Cable Tricep Pushdowns,1.0,20.0,8.0,,,160.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Cable Tricep Pushdowns,2.0,20.0,6.0,,,120.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Front Wrist Curls,1.0,15.0,14.0,,,210.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Front Wrist Curls,2.0,15.0,12.0,,,180.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Seated Calf Raises,1.0,15.0,13.0,,,195.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Seated Calf Raises,2.0,15.0,12.0,,,180.0,f
09_08_25 Full Body D.txt,09_08_25,Full Body D,Side Plank,1.0,,,60.0,,,
09_08_25 Full Body D.txt,09_08_25,Full Body D,Side Plank,2.0,,38.0,,,,
09_08_25 Full Body D.txt,09_08_25,Full Body D,Elbow-Supported Leg Raises,1.0,,18.0,,,,
09_08_25 Full Body D.txt,09_08_25,Full Body D,Elbow-Supported Leg Raises,2.0,,20.0,,,,
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bench Press,1.0,62.0,6.0,,,372.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bench Press,2.0,62.0,4.0,,,248.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Weighted Pull-Ups,1.0,5.0,3.0,,,15.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Weighted Pull-Ups,2.0,5.0,2.0,,,10.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Weighted Pull-Ups,3.0,5.0,2.0,,,10.0,f ; (stuck in BW × 5 reps for months)
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bent Over Rows,1.0,56.0,7.0,,,392.0,"f, with straps"
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bent Over Rows,2.0,56.0,5.0,,,280.0,"f, without straps"
09_09_25 Upper A.txt,09_09_25,Upper A,Reverse Pec Deck,1.0,40.0,9.0,,,360.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Reverse Pec Deck,2.0,40.0,6.0,,,240.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Dumbbell Lateral Raises,1.0,10.0,8.0,,,80.0,"f, last not perfect form"
09_09_25 Upper A.txt,09_09_25,Upper A,Dumbbell Lateral Raises,2.0,10.0,6.0,,,60.0,f ; (done with deadhangs)
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Overhead Press,1.0,30.0,3.0,,,90.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Overhead Press,2.0,30.0,4.0,,,120.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bicep Curls,1.0,30.0,8.0,,,240.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Barbell Bicep Curls,2.0,30.0,5.0,,,150.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Overhead Cable Tricep Extension,1.0,17.0,7.0,,,119.0,f
09_09_25 Upper A.txt,09_09_25,Upper A,Overhead Cable Tricep Extension,2.0,17.0,5.0,,,85.0,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Deadlifts,1.0,,110.0,,,,"f, with belt"
10-10-25 Lower D.txt,2025-10-10,Lower D,Deadlifts,2.0,110.0,5.0,,,550.0,"f, with straps and belt"
10-10-25 Lower D.txt,2025-10-10,Lower D,Deadlifts,3.0,,100.0,,,,
10-10-25 Lower D.txt,2025-10-10,Lower D,Weighted Pull-Ups,1.0,,3.0,,,,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Weighted Pull-Ups,2.0,,6.0,,,,f) (had 2-3 min rest
10-10-25 Lower D.txt,2025-10-10,Lower D,Barbell Good Mornings,1.0,30.0,10.0,,,300.0,ctf
10-10-25 Lower D.txt,2025-10-10,Lower D,Barbell Good Mornings,2.0,34.0,10.0,,,340.0,ctf
10-10-25 Lower D.txt,2025-10-10,Lower D,Bulgarian Split Squats,1.0,34.0,7.0,,,238.0,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Bulgarian Split Squats,2.0,34.0,6.0,,,204.0,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Shrugs,1.0,60.0,4.0,,,240.0,"f, with straps"
10-10-25 Lower D.txt,2025-10-10,Lower D,Shrugs,2.0,60.0,6.0,,,360.0,"f, with straps"
10-10-25 Lower D.txt,2025-10-10,Lower D,Seated Calf Raises,1.0,20.0,7.0,,,140.0,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Seated Calf Raises,2.0,20.0,5.0,,,100.0,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Side Plank,1.0,,,45.0,,,
10-10-25 Lower D.txt,2025-10-10,Lower D,Side Plank,2.0,,,38.0,,,
10-10-25 Lower D.txt,2025-10-10,Lower D,Decline Crunches,1.0,,8.0,,,,f
10-10-25 Lower D.txt,2025-10-10,Lower D,Decline Crunches,2.0,,6.0,,,,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Barbell Bench Press,1.0,66.0,5.0,,,330.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Barbell Bench Press,2.0,66.0,3.0,,,198.0,
10-11-25 Upper A.txt,2025-11-10,Upper A,Barbell Bench Press,3.0,50.0,6.0,,,300.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Weighted Pull-Ups,1.0,,5.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Weighted Pull-Ups,2.0,,2.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Lat Pulldown,1.0,60.0,4.0,,,240.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Lat Pulldown,2.0,60.0,3.0,,,180.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Chest Pec Deck,1.0,50.0,5.0,,,250.0,
10-11-25 Upper A.txt,2025-11-10,Upper A,Chest Pec Deck,2.0,,40.0,,,,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Seated DB Overhead Press,1.0,17.5,8.0,,,140.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Seated DB Overhead Press,2.0,17.5,6.0,,,105.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Barbell Bent Over Rows,1.0,60.0,6.0,,,360.0,f
10-11-25 Upper A.txt,2025-11-10,Upper A,Barbell Bent Over Rows,2.0,60.0,4.0,,,240.0,f ; (Drop Set)
10-11-25 Upper A.txt,2025-11-10,Upper A,Dumbbell Lateral Raises,1.0,,10.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Dumbbell Lateral Raises,,6.0,7.0,,,42.0,(Drop Set)
10-11-25 Upper A.txt,2025-11-10,Upper A,Reverse Pec Deck,1.0,40.0,5.0,,,200.0,
10-11-25 Upper A.txt,2025-11-10,Upper A,Reverse Pec Deck,2.0,,30.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Reverse Pec Deck,3.0,20.0,10.0,,,200.0,f ; (V - Bar) (Drop Set)
10-11-25 Upper A.txt,2025-11-10,Upper A,Overhead Cable Tricep Extension,1.0,20.0,8.0,,,160.0,
10-11-25 Upper A.txt,2025-11-10,Upper A,Overhead Cable Tricep Extension,2.0,,15.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Overhead Cable Tricep Extension,3.0,,10.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Overhead Cable Tricep Extension,4.0,5.0,3.0,,,15.0,f ; (Drop Set)
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,1.0,30.0,7.0,,,210.0,
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,2.0,,25.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,3.0,,20.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,4.0,,15.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,5.0,,10.0,,,,
10-11-25 Upper A.txt,2025-11-10,Upper A,Cable Bicep Curls,6.0,,5.0,,,,f ; (Cable)
10-11-25 Upper A.txt,2025-11-10,Upper A,Front Wrist Curls,1.0,20.0,10.0,,,200.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Barbell Bench Press,1.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Barbell Bench Press,2.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Chest Pec Deck,1.0,25.0,8.0,,,200.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Chest Pec Deck,2.0,25.0,8.0,,,200.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Seated DB Overhead Press,1.0,10.0,8.0,,,80.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Seated DB Overhead Press,2.0,10.0,8.0,,,80.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Dumbbell Lateral Raises,1.0,5.0,8.0,,,40.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Dumbbell Lateral Raises,2.0,5.0,8.0,,,40.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Reverse Pec Deck,1.0,25.0,8.0,,,200.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Reverse Pec Deck,2.0,25.0,8.0,,,200.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Lat Pulldown,1.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Lat Pulldown,2.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Seated Cable Rows,1.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Seated Cable Rows,2.0,30.0,8.0,,,240.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Front Wrist Curls,1.0,15.0,8.0,,,120.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Front Wrist Curls,2.0,15.0,8.0,,,120.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Reverse Wrist Curls,1.0,10.0,8.0,,,80.0,
10_07_25 Torso A.txt,10_07_25,Torso A,Reverse Wrist Curls,2.0,15.0,8.0,,,120.0,
10_09_25 Lower  B.txt,10_09_25,Lower  B,Barbell Back Squats,1.0,70.0,7.0,,,490.0,"ctf, 1-2 RIR"
10_09_25 Lower  B.txt,10_09_25,Lower  B,Barbell Back Squats,2.0,70.0,4.0,,,280.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Barbell RDLs,1.0,40.0,10.0,,,400.0,"f, last 2-3 reps felt on lower spine"
10_09_25 Lower  B.txt,10_09_25,Lower  B,Barbell RDLs,2.0,40.0,12.0,,,480.0,"f, no discomfort, MMC ok ; (good MMC at 30kg) ; (Wide feet)"
10_09_25 Lower  B.txt,10_09_25,Lower  B,Leg Press,1.0,150.0,8.0,,,1200.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Leg Press,2.0,150.0,6.0,,,900.0,f ; (harder than last time)
10_09_25 Lower  B.txt,10_09_25,Lower  B,Lying Hamstring Curls,1.0,20.0,9.0,,,180.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Lying Hamstring Curls,2.0,20.0,6.0,,,120.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Seated Calf Raises,1.0,15.0,13.0,,,195.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Seated Calf Raises,2.0,15.0,11.0,,,165.0,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Plank,1.0,,,58.0,,,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Plank,2.0,,,37.0,,,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Elbow-Supported Leg Raises,1.0,,17.0,,,,f
10_09_25 Lower  B.txt,10_09_25,Lower  B,Elbow-Supported Leg Raises,2.0,,18.0,,,,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Cable Hammer Curls,1.0,30.0,7.0,,,210.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Cable Hammer Curls,2.0,30.0,5.0,,,150.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Lying Hamstring Curls,1.0,20.0,7.0,,,140.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Lying Hamstring Curls,2.0,20.0,6.0,,,120.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Seated Calf Raises,1.0,20.0,12.0,,,240.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Seated Calf Raises,2.0,20.0,10.0,,,200.0,1-2 RIR
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Barbell Back Squats,1.0,,76.0,,,,"f, cluster set"
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Barbell Back Squats,2.0,76.0,3.0,,,228.0,f
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Barbell RDLs,1.0,60.0,9.0,,,540.0,"f, with straps"
11-11-25 Lower  B.txt,2025-11-11,Lower  B,Barbell RDLs,2.0,60.0,7.0,,,420.0,"f, with straps"
12_07_25 Limbs A.txt,12_07_25,Limbs A,EZ Bar Bicep Curls,1.0,8.0,8.0,,,64.0,weight both sides
12_07_25 Limbs A.txt,12_07_25,Limbs A,EZ Bar Bicep Curls,2.0,8.0,8.0,,,64.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Cable Tricep Pushdowns,1.0,20.0,7.0,,,140.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Cable Tricep Pushdowns,2.0,20.0,6.0,,,120.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Dumbbell Hammer Curls,1.0,20.0,8.0,,,160.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Dumbbell Hammer Curls,2.0,25.0,6.0,,,150.0,last half
12_07_25 Limbs A.txt,12_07_25,Limbs A,Overhead Cable Tricep Extension,1.0,15.0,8.0,,,120.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Overhead Cable Tricep Extension,2.0,20.0,8.0,,,160.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Barbell Back Squats,1.0,50.0,7.0,,,350.0,"plate weight, failure"
12_07_25 Limbs A.txt,12_07_25,Limbs A,Barbell Back Squats,2.0,50.0,6.0,,,300.0,failure
12_07_25 Limbs A.txt,12_07_25,Limbs A,Lunges,1.0,10.0,8.0,,,80.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Lunges,2.0,12.5,8.0,,,100.0,failure
12_07_25 Limbs A.txt,12_07_25,Limbs A,Lying Hamstring Curls,1.0,20.0,8.0,,,160.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Lying Hamstring Curls,2.0,25.0,7.0,,,175.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Leg Extension,1.0,25.0,8.0,,,200.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Leg Extension,2.0,30.0,7.0,,,210.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Seated Calf Raises,1.0,20.0,12.0,,,240.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Seated Calf Raises,2.0,25.0,8.0,,,200.0,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Plank,1.0,,,60.0,,,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Plank,2.0,5.0,,31.0,155.0,,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Hanging Leg Raises,1.0,,15.0,,,,
12_07_25 Limbs A.txt,12_07_25,Limbs A,Hanging Leg Raises,2.0,,8.0,,,,
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bench Press,1.0,64.0,4.0,,,256.0,ctf
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bench Press,2.0,64.0,4.0,,,256.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bench Press,3.0,50.0,8.0,,,400.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bent Over Rows,1.0,50.0,8.0,,,400.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bent Over Rows,2.0,50.0,6.0,,,300.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Weighted Pull-Ups,1.0,,5.0,,,,f
12_08_25 Upper A.txt,12_08_25,Upper A,Weighted Pull-Ups,2.0,,4.0,,,,f ; (total weight including barbell)
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Overhead Press,1.0,42.0,4.0,,,168.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Overhead Press,2.0,40.0,6.0,,,240.0,f ; (last week done 40kg for 8 reps)
12_08_25 Upper A.txt,12_08_25,Upper A,Dumbbell Lateral Raises,1.0,10.0,9.0,,,90.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Dumbbell Lateral Raises,2.0,,10.0,,,,f ; (form not perfect but good)
12_08_25 Upper A.txt,12_08_25,Upper A,Incline Dumbbell Press,1.0,20.0,10.0,,,200.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Incline Dumbbell Press,2.0,20.0,9.0,,,180.0,f ; (total weight)
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bicep Curls,1.0,30.0,7.0,,,210.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Barbell Bicep Curls,2.0,30.0,6.0,,,180.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Overhead Cable Tricep Extension,1.0,15.0,7.0,,,105.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Overhead Cable Tricep Extension,2.0,15.0,8.0,,,120.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Reverse Pec Deck,1.0,35.0,12.0,,,420.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Reverse Pec Deck,2.0,40.0,8.0,,,320.0,f
12_08_25 Upper A.txt,12_08_25,Upper A,Hanging Knee Raises,1.0,,10.0,,,,leg raises can't control swing
12_08_25 Upper A.txt,12_08_25,Upper A,Hanging Knee Raises,2.0,,12.0,,,,"controlled,knee"
12_08_25 Upper A.txt,12_08_25,Upper A,Dead Hangs,1.0,,,40.0,,,
12_09_25 Upper C.txt,12_09_25,Upper C,Lat Pulldown,1.0,55.0,5.0,,,275.0,"f, no straps"
12_09_25 Upper C.txt,12_09_25,Upper C,Lat Pulldown,2.0,55.0,7.0,,,385.0,"f, with straps"
12_09_25 Upper C.txt,12_09_25,Upper C,Lat Pulldown,3.0,55.0,4.0,,,220.0,"f, with straps"
12_09_25 Upper C.txt,12_09_25,Upper C,Incline Barbell Bench Press,1.0,52.0,7.0,,,364.0,ctf
12_09_25 Upper C.txt,12_09_25,Upper C,Incline Barbell Bench Press,2.0,52.0,5.0,,,260.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Seated Cable Rows,1.0,45.0,8.0,,,360.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Seated Cable Rows,2.0,45.0,6.0,,,270.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Seated Cable Rows,3.0,40.0,5.0,,,200.0,f ; (Note: Stick with 40kg untill no pain in scapula)
12_09_25 Upper C.txt,12_09_25,Upper C,Dumbbell Lateral Raises,1.0,7.5,15.0,,,112.5,ctf
12_09_25 Upper C.txt,12_09_25,Upper C,Dumbbell Lateral Raises,2.0,7.5,15.0,,,112.5,ctf
12_09_25 Upper C.txt,12_09_25,Upper C,Dumbbell Lateral Raises,3.0,,7.0,,,,f
12_09_25 Upper C.txt,12_09_25,Upper C,Seated Dumbbell Reverse Fly,1.0,5.0,15.0,,,75.0,
12_09_25 Upper C.txt,12_09_25,Upper C,Seated Dumbbell Reverse Fly,2.0,5.0,18.0,,,90.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Dumbbell Preacher Curls,1.0,17.0,9.0,,,153.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Dumbbell Preacher Curls,2.0,17.0,7.0,,,119.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Weighted Triceps Dips,1.0,5.0,8.0,,,40.0,f
12_09_25 Upper C.txt,12_09_25,Upper C,Weighted Triceps Dips,2.0,5.0,5.0,,,25.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Bench Press,1.0,64.0,6.0,,,384.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Bench Press,2.0,64.0,4.0,,,256.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Weighted Pull-Ups,1.0,,5.0,,,,
13-10-25 Upper A.txt,2025-10-13,Upper A,Weighted Pull-Ups,2.0,,5.0,,,,
13-10-25 Upper A.txt,2025-10-13,Upper A,Lat Pulldown,1.0,,50.0,,,,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Lat Pulldown,2.0,50.0,3.0,,,150.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Bent Over Rows,1.0,60.0,7.0,,,420.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Bent Over Rows,2.0,60.0,6.0,,,360.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Overhead Press,1.0,40.0,5.0,,,200.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Barbell Overhead Press,2.0,40.0,3.0,,,120.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Incline DB Lateral Raises,1.0,7.5,10.0,,,75.0,f
13-10-25 Upper A.txt,2025-10-13,Upper A,Incline DB Lateral Raises,2.0,7.5,8.0,,,60.0,
