_source_file,date,program,exercise,set_no,weight_kg,reps,time_sec,iso_load,volume,notes
23_08_25 Lower D.txt,23_08_25,Lower D,Reverse EZ Bar Curls,2.0,26.0,9.0,,,234.0,"f, rp"
23_08_25 Lower D.txt,23_08_25,Lower D,Cable Tricep Pushdowns,1.0,20.0,9.0,,,180.0,f
23_08_25 Lower D.txt,23_08_25,Lower D,Cable Tricep Pushdowns,2.0,20.0,8.0,,,160.0,f
23_08_25 Lower D.txt,23_08_25,Lower D,Front Wrist Curls,1.0,15.0,11.0,,,165.0,f
23_08_25 Lower D.txt,23_08_25,Lower D,Front Wrist Curls,2.0,15.0,8.0,,,120.0,f
23_08_25 Lower D.txt,23_08_25,Lower D,Side Plank,1.0,,,55.0,,,f
23_08_25 Lower D.txt,23_08_25,Lower D,Side Plank,2.0,,,47.0,,,f ; have light cold can't workout properly
24-10-25 Upper C.txt,2025-10-24,Upper C,Lat Pulldown,1.0,60.0,7.0,,,420.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Lat Pulldown,2.0,60.0,5.0,,,300.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Incline Barbell Bench Press,1.0,56.0,7.0,,,392.0,"f, last one assigned"
24-10-25 Upper C.txt,2025-10-24,Upper C,Incline Barbell Bench Press,2.0,56.0,5.0,,,280.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Incline Barbell Bench Press,3.0,40.0,7.0,,,280.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Seated Cable Rows,1.0,50.0,7.0,,,350.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Seated Cable Rows,2.0,50.0,6.0,,,300.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Weighted Chin-Ups,1.0,,5.0,,,,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Weighted Chin-Ups,2.0,,3.0,,,,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Cable Lateral Raises,1.0,10.0,11.0,,,110.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Cable Lateral Raises,2.0,10.0,7.0,,,70.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Face Pulls,1.0,20.0,7.0,,,140.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Face Pulls,2.0,20.0,5.0,,,100.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Weighted Triceps Dips,1.0,5.0,8.0,,,40.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Weighted Triceps Dips,2.0,5.0,5.0,,,25.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Dumbbell Preacher Curls,1.0,20.0,8.0,,,160.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Dumbbell Preacher Curls,2.0,20.0,6.0,,,120.0,f ; (Machine)
24-10-25 Upper C.txt,2025-10-24,Upper C,Front Wrist Curls,1.0,15.0,7.0,,,105.0,f
24-10-25 Upper C.txt,2025-10-24,Upper C,Front Wrist Curls,2.0,6.0,12.0,,,72.0,f) (DB ; (machine fault change workout)
24_07_25 Limbs B.txt,24_07_25,Limbs B,Dumbbell Preacher Curls,1.0,17.0,7.0,,,119.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Dumbbell Preacher Curls,2.0,17.0,6.0,,,102.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Weighted Triceps Dips,1.0,,8.0,,,,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Weighted Triceps Dips,2.0,,6.0,,,,f ; (total weight including bar 10kg)
24_07_25 Limbs B.txt,24_07_25,Limbs B,Barbell Back Squats,1.0,64.0,6.0,,,384.0,"f, form broke"
24_07_25 Limbs B.txt,24_07_25,Limbs B,Barbell Back Squats,2.0,64.0,4.0,,,256.0,"f, can't get up, used belt"
24_07_25 Limbs B.txt,24_07_25,Limbs B,Dumbbell RDLs,1.0,25.0,6.0,,,150.0,"f, no MMC"
24_07_25 Limbs B.txt,24_07_25,Limbs B,Dumbbell RDLs,2.0,20.0,9.0,,,180.0,"f, lite MMC"
24_07_25 Limbs B.txt,24_07_25,Limbs B,Reverse Cable Curls,1.0,20.0,8.0,,,160.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Reverse Cable Curls,2.0,20.0,6.0,,,120.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Overhead Cable Tricep Extension,1.0,22.0,5.0,,,110.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Overhead Cable Tricep Extension,2.0,15.0,8.0,,,120.0,f ; (no rest in this SS)
24_07_25 Limbs B.txt,24_07_25,Limbs B,Lunges,1.0,15.0,12.0,,,180.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Lunges,2.0,17.5,8.0,,,140.0,f ; —
24_07_25 Limbs B.txt,24_07_25,Limbs B,Lying Hamstring Curls,1.0,20.0,6.0,,,120.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Lying Hamstring Curls,2.0,20.0,5.0,,,100.0,f
24_07_25 Limbs B.txt,24_07_25,Limbs B,Seated Calf Raises,1.0,10.0,16.0,,,160.0,same as below
24_07_25 Limbs B.txt,24_07_25,Limbs B,Seated Calf Raises,2.0,15.0,10.0,,,150.0,"good MMC, no f"
24_07_25 Limbs B.txt,24_07_25,Limbs B,Side Plank,1.0,,,45.0,,,
24_07_25 Limbs B.txt,24_07_25,Limbs B,Side Plank,2.0,,,35.0,,,
25-09-25 Upper C.txt,2025-09-25,Upper C,Lat Pulldown,1.0,45.0,5.0,,,225.0,ctf
25-09-25 Upper C.txt,2025-09-25,Upper C,Lat Pulldown,2.0,45.0,5.0,,,225.0,ctf
25-09-25 Upper C.txt,2025-09-25,Upper C,Lat Pulldown,3.0,45.0,7.0,,,315.0,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline Barbell Bench Press,1.0,40.0,6.0,,,240.0,1 RIR
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline Barbell Bench Press,2.0,40.0,6.0,,,240.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline Barbell Bench Press,3.0,40.0,8.0,,,320.0,ctf
25-09-25 Upper C.txt,2025-09-25,Upper C,Seated Cable Rows,1.0,35.0,6.0,,,210.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Seated Cable Rows,2.0,35.0,10.0,,,350.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Chin-Ups,1.0,,4.0,,,,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Chin-Ups,2.0,,3.0,,,,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Chin-Ups,3.0,,3.0,,,,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline DB Lateral Raises,1.0,5.0,20.0,,,100.0,ctf
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline DB Lateral Raises,2.0,7.5,10.0,,,75.0,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Incline DB Lateral Raises,3.0,7.5,9.0,,,67.5,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Face Pulls,1.0,15.0,15.0,,,225.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Face Pulls,2.0,15.0,12.0,,,180.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Face Pulls,3.0,15.0,15.0,,,225.0,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Dumbbell Bench Press,1.0,20.0,7.0,,,140.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Dumbbell Bench Press,2.0,20.0,6.0,,,120.0,
25-09-25 Upper C.txt,2025-09-25,Upper C,Dumbbell Preacher Curls,1.0,7.5,15.0,,,112.5,
25-09-25 Upper C.txt,2025-09-25,Upper C,Dumbbell Preacher Curls,2.0,10.0,10.0,,,100.0,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Dumbbell Preacher Curls,3.0,10.0,7.0,,,70.0,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Triceps Dips,1.0,,10.0,,,,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Triceps Dips,2.0,,7.0,,,,f
25-09-25 Upper C.txt,2025-09-25,Upper C,Weighted Triceps Dips,3.0,,6.0,,,,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Bulgarian Split Squats,1.0,36.0,9.0,,,324.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Bulgarian Split Squats,2.0,36.0,6.0,,,216.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Deadlifts,1.0,110.0,5.0,,,550.0,"with belt, 4 reps without straps and mixed grip, f"
25-10-25 Lower D.txt,2025-10-25,Lower D,Deadlifts,2.0,110.0,4.0,,,440.0,"with straps and belt, f"
25-10-25 Lower D.txt,2025-10-25,Lower D,Leg Extension,1.0,30.0,7.0,,,210.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Leg Extension,2.0,30.0,7.0,,,210.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Shrugs,1.0,50.0,6.0,,,300.0,"f, with straps"
25-10-25 Lower D.txt,2025-10-25,Lower D,Shrugs,2.0,50.0,5.0,,,250.0,"f, with straps"
25-10-25 Lower D.txt,2025-10-25,Lower D,Seated Calf Raises,1.0,20.0,15.0,,,300.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Seated Calf Raises,2.0,20.0,15.0,,,300.0,f
25-10-25 Lower D.txt,2025-10-25,Lower D,Side Plank,1.0,,,45.0,,,
25-10-25 Lower D.txt,2025-10-25,Lower D,Side Plank,2.0,,,30.0,,,
25-10-25 Lower D.txt,2025-10-25,Lower D,Decline Crunches,1.0,,10.0,,,,
25-10-25 Lower D.txt,2025-10-25,Lower D,Decline Crunches,2.0,,10.0,,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Deadlifts,1.0,90.0,6.0,,,540.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Deadlifts,2.0,90.0,8.0,,,720.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Weighted Pull-Ups,1.0,,3.0,,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Weighted Pull-Ups,2.0,,3.0,,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Weighted Pull-Ups,3.0,,2.0,,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Barbell Good Mornings,1.0,20.0,10.0,,,200.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Barbell Good Mornings,2.0,20.0,10.0,,,200.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Bulgarian Split Squats,1.0,20.0,8.0,,,160.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Bulgarian Split Squats,2.0,20.0,8.0,,,160.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Shrugs,1.0,50.0,7.0,,,350.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Shrugs,2.0,50.0,5.0,,,250.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Seated Calf Raises,1.0,20.0,8.0,,,160.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Seated Calf Raises,2.0,20.0,8.0,,,160.0,
26-09-25 Lower D.txt,2025-09-26,Lower D,Side Plank,1.0,,,30.0,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Side Plank,2.0,,,30.0,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Decline Crunches,1.0,,6.0,,,,
26-09-25 Lower D.txt,2025-09-26,Lower D,Decline Crunches,2.0,,5.0,,,,
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bench Press,1.0,64.0,6.0,,,384.0,ctf
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bench Press,2.0,,64.0,,,,"f, with rest pause"
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bench Press,3.0,50.0,6.0,,,300.0,"f, without rest"
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bent Over Rows,1.0,54.0,8.0,,,432.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bent Over Rows,2.0,54.0,6.0,,,324.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bent Over Rows,3.0,40.0,11.0,,,440.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Weighted Pull-Ups,1.0,,5.0,,,,f
26_08_25 Upper A.txt,26_08_25,Upper A,Weighted Pull-Ups,2.0,,4.0,,,,"f, rest pause"
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Overhead Press,1.0,40.0,5.0,,,200.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Overhead Press,2.0,40.0,7.0,,,280.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Incline Dumbbell Press,1.0,20.0,10.0,,,200.0,ctf
26_08_25 Upper A.txt,26_08_25,Upper A,Incline Dumbbell Press,2.0,20.0,9.0,,,180.0,ctf
26_08_25 Upper A.txt,26_08_25,Upper A,Dumbbell Lateral Raises,1.0,7.5,15.0,,,112.5,f
26_08_25 Upper A.txt,26_08_25,Upper A,Dumbbell Lateral Raises,2.0,7.5,13.0,,,97.5,f
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bicep Curls,1.0,30.0,8.0,,,240.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Barbell Bicep Curls,2.0,30.0,7.0,,,210.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Overhead Cable Tricep Extension,1.0,,17.0,,,,f
26_08_25 Upper A.txt,26_08_25,Upper A,Overhead Cable Tricep Extension,2.0,17.0,6.0,,,102.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Reverse Pec Deck,1.0,40.0,8.0,,,320.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Reverse Pec Deck,2.0,30.0,15.0,,,450.0,f
26_08_25 Upper A.txt,26_08_25,Upper A,Hanging Knee Raises,1.0,,12.0,,,,
26_08_25 Upper A.txt,26_08_25,Upper A,Hanging Knee Raises,2.0,,11.0,,,,grip f ; (Nuteral grip)
26_08_25 Upper A.txt,26_08_25,Upper A,Lat Pulldown,1.0,60.0,4.0,,,240.0,"f, not perfect form as grip almost sliped"
26_08_25 Upper A.txt,26_08_25,Upper A,Lat Pulldown,2.0,,60.0,,,,f ; (due to low volume because of pull ups
26_08_25 Upper A.txt,26_08_25,Upper A,Dead Hangs,1.0,,,23.0,,,
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Bench Press,1.0,64.0,7.0,,,448.0,"f, same as last week"
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Bench Press,2.0,64.0,4.0,,,256.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Bench Press,3.0,46.0,12.0,,,552.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Weighted Pull-Ups,1.0,5.0,5.0,,,25.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Weighted Pull-Ups,2.0,5.0,3.0,,,15.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Weighted Pull-Ups,3.0,,2.0,,,,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Lat Pulldown,1.0,50.0,6.0,,,300.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Lat Pulldown,2.0,50.0,4.0,,,200.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Overhead Press,1.0,40.0,5.0,,,200.0,"f, 1 Rep drop, with belt"
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Overhead Press,2.0,40.0,3.0,,,120.0,"f, with belt"
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Bent Over Rows,1.0,60.0,7.0,,,420.0,"f, with straps and belt"
27-10-25 Upper A.txt,2025-10-27,Upper A,Barbell Bent Over Rows,2.0,56.0,7.0,,,392.0,"f, with straps and belt"
27-10-25 Upper A.txt,2025-10-27,Upper A,Incline DB Lateral Raises,1.0,7.5,10.0,,,75.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Incline DB Lateral Raises,2.0,7.5,9.0,,,67.5,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Incline DB Lateral Raises,3.0,7.5,8.0,,,60.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,1-Arm Reverse Pec Deck,1.0,30.0,6.0,,,180.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,1-Arm Reverse Pec Deck,2.0,30.0,5.0,,,150.0,f ; (V - Bar)
27-10-25 Upper A.txt,2025-10-27,Upper A,Overhead Cable Tricep Extension,1.0,20.0,5.0,,,100.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Overhead Cable Tricep Extension,2.0,20.0,5.0,,,100.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Overhead Cable Tricep Extension,3.0,20.0,4.0,,,80.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Cable Bicep Curls,1.0,30.0,6.0,,,180.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Cable Bicep Curls,2.0,30.0,4.0,,,120.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Cable Bicep Curls,3.0,30.0,3.0,,,90.0,f ; (Barbell)
27-10-25 Upper A.txt,2025-10-27,Upper A,Front Wrist Curls,1.0,15.0,11.0,,,165.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Front Wrist Curls,2.0,15.0,8.0,,,120.0,f
27-10-25 Upper A.txt,2025-10-27,Upper A,Front Wrist Curls,3.0,15.0,7.0,,,105.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Barbell Bench Press,1.0,70.0,4.0,,,280.0,RIR
27-11-25 Upper A.txt,2025-11-27,Upper A,Barbell Bench Press,2.0,70.0,6.0,,,420.0,"f, last 2 assisted"
27-11-25 Upper A.txt,2025-11-27,Upper A,Chest Pec Deck,1.0,50.0,6.0,,,300.0,RIR ; (wide grip)
27-11-25 Upper A.txt,2025-11-27,Upper A,Lat Pulldown,1.0,60.0,7.0,,,420.0,"f, with straps"
27-11-25 Upper A.txt,2025-11-27,Upper A,Lat Pulldown,2.0,60.0,5.0,,,300.0,"f, with straps"
27-11-25 Upper A.txt,2025-11-27,Upper A,Seated DB Overhead Press,1.0,20.0,4.0,,,80.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Seated DB Overhead Press,2.0,20.0,6.0,,,120.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Barbell Bent Over Rows,1.0,60.0,7.0,,,420.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Barbell Bent Over Rows,2.0,60.0,5.0,,,300.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Dumbbell Lateral Raises,1.0,10.0,7.0,,,70.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Dumbbell Lateral Raises,2.0,10.0,6.0,,,60.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,1-Arm Reverse Pec Deck,1.0,35.0,3.0,,,105.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,1-Arm Reverse Pec Deck,2.0,30.0,6.0,,,180.0,f ; (V - Bar)
27-11-25 Upper A.txt,2025-11-27,Upper A,Overhead Cable Tricep Extension,1.0,22.5,8.0,,,180.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Overhead Cable Tricep Extension,2.0,22.5,6.0,,,135.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Cable Bicep Curls,1.0,35.0,5.0,,,175.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Cable Bicep Curls,2.0,35.0,3.0,,,105.0,
27-11-25 Upper A.txt,2025-11-27,Upper A,Cable Bicep Curls,3.0,30.0,1.0,,,30.0,f ; (cable)
27-11-25 Upper A.txt,2025-11-27,Upper A,Front Wrist Curls,1.0,30.0,20.0,,,600.0,f
27-11-25 Upper A.txt,2025-11-27,Upper A,Front Wrist Curls,2.0,30.0,14.0,,,420.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Cable Hammer Curls,1.0,30.0,6.0,,,180.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Cable Hammer Curls,2.0,30.0,4.0,,,120.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Cable Hammer Curls,3.0,30.0,4.0,,,120.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Lying Hamstring Curls,1.0,25.0,5.0,,,125.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Lying Hamstring Curls,2.0,25.0,4.0,,,100.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Seated Calf Raises,1.0,20.0,10.0,,,200.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Seated Calf Raises,2.0,20.0,8.0,,,160.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Barbell Back Squats,1.0,74.0,7.0,,,518.0,"f, with belt"
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Barbell Back Squats,2.0,74.0,4.0,,,296.0,"f, with belt"
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Barbell RDLs,1.0,50.0,15.0,,,750.0,
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Barbell RDLs,2.0,,,,,,skipped lower back hurt ; (Wide feet)
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Leg Press,1.0,150.0,7.0,,,1050.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Leg Press,2.0,150.0,6.0,,,900.0,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Plank,1.0,,,90.0,,,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Plank,2.0,,,,,,(Skipped)
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Hanging Knee Raises,1.0,,10.0,,,,f
28-10-25 Lower  B.txt,2025-10-28,Lower  B,Hanging Knee Raises,2.0,,,,,,(Skipped)
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Barbell Back Squats,1.0,80.0,3.0,,,240.0,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Barbell Back Squats,2.0,70.0,4.0,,,280.0,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Cable Hammer Curls,1.0,32.5,5.0,,,162.5,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Cable Hammer Curls,2.0,32.5,4.0,,,130.0,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Lying Hamstring Curls,1.0,27.5,6.0,,,165.0,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Lying Hamstring Curls,2.0,27.5,5.0,,,137.5,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Seated Calf Raises,1.0,25.0,8.0,,,200.0,f
28-11-25 Lower  B.txt,2025-11-28,Lower  B,Seated Calf Raises,2.0,25.0,8.0,,,200.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Barbell Back Squats,1.0,72.0,6.0,,,432.0,"ctf, last 2 not perfect form as struggle to go up, no belt"
28_08_25 Lower  B.txt,28_08_25,Lower  B,Barbell Back Squats,2.0,72.0,4.0,,,288.0,"f, no belt"
28_08_25 Lower  B.txt,28_08_25,Lower  B,Dumbbell RDLs,1.0,20.0,11.0,,,220.0,ctf
28_08_25 Lower  B.txt,28_08_25,Lower  B,Dumbbell RDLs,2.0,20.0,9.0,,,180.0,ctf ; (wide feet)
28_08_25 Lower  B.txt,28_08_25,Lower  B,Leg Press,1.0,150.0,7.0,,,1050.0,"f, gf"
28_08_25 Lower  B.txt,28_08_25,Lower  B,Leg Press,2.0,150.0,5.0,,,750.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Lying Hamstring Curls,1.0,20.0,7.0,,,140.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Lying Hamstring Curls,2.0,,20.0,,,,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Seated Calf Raises,1.0,15.0,13.0,,,195.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Seated Calf Raises,2.0,,15.0,,,,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Cable Tricep Kickbacks,1.0,5.0,12.0,,,60.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Cable Tricep Kickbacks,2.0,5.0,10.0,,,50.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Dumbbell Hammer Curls,1.0,12.5,10.0,,,125.0,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Dumbbell Hammer Curls,2.0,,12.0,,,,f
28_08_25 Lower  B.txt,28_08_25,Lower  B,Plank,1.0,15.0,,60.0,900.0,,ctf
28_08_25 Lower  B.txt,28_08_25,Lower  B,Plank,2.0,15.0,,60.0,900.0,,"f, form off at la"
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Bench Press,1.0,64.0,5.0,,,320.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Bench Press,2.0,64.0,4.0,,,256.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Bench Press,3.0,50.0,6.0,,,300.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Weighted Pull-Ups,1.0,5.0,3.0,,,15.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Weighted Pull-Ups,2.0,,5.0,,,,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Weighted Pull-Ups,3.0,,4.0,,,,"BW, f"
29-09-25 Upper A.txt,2025-09-29,Upper A,Weighted Pull-Ups,4.0,,2.0,,,,"BW, f"
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Bent Over Rows,1.0,60.0,6.0,,,360.0,"f, with straps"
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Bent Over Rows,2.0,60.0,5.0,,,300.0,"f, with straps"
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Overhead Press,1.0,40.0,6.0,,,240.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Barbell Overhead Press,2.0,40.0,4.0,,,160.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline Dumbbell Press,1.0,20.0,9.0,,,180.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline Dumbbell Press,2.0,20.0,10.0,,,200.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline Dumbbell Press,3.0,25.0,2.0,,,50.0,not good form
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline DB Lateral Raises,1.0,7.5,14.0,,,105.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline DB Lateral Raises,2.0,7.5,12.0,,,90.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Incline DB Lateral Raises,3.0,7.5,9.0,,,67.5,f
29-09-25 Upper A.txt,2025-09-29,Upper A,1-Arm Reverse Pec Deck,1.0,20.0,7.0,,,140.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,1-Arm Reverse Pec Deck,2.0,20.0,8.0,,,160.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,1-Arm Reverse Pec Deck,3.0,20.0,10.0,,,200.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Cable Bicep Curls,1.0,22.0,15.0,,,330.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Cable Bicep Curls,2.0,25.0,8.0,,,200.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Cable Bicep Curls,3.0,25.0,7.0,,,175.0,f ; (V - Bar)
29-09-25 Upper A.txt,2025-09-29,Upper A,Overhead Cable Tricep Extension,1.0,15.0,7.0,,,105.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Overhead Cable Tricep Extension,2.0,15.0,9.0,,,135.0,f
29-09-25 Upper A.txt,2025-09-29,Upper A,Overhead Cable Tricep Extension,3.0,15.0,10.0,,,150.0,f
29-10-25 Upper C.txt,2025-10-29,Upper C,Lat Pulldown,1.0,60.0,7.0,,,420.0,"f, with straps"
